record_id,date,mandi_id,district,crop_name,min_price,max_price,modal_price,msp,price_msp_gap,below_supplied_msp,date_status,mandi_id_status,district_status,msp_comparison_status,source_record_id,source_date,source_mandi_id,source_district,source_crop_name,source_min_price,source_max_price,source_modal_price,source_msp
PR001844,2026-06-05,MANDI009,Jalandhar,Rice,1928.0,2199.39,2063.83,NA,NA,NA,Parsed: assumed format by separator,Matched,Recoverable from master,Unavailable: missing MSP,PR001844,05/06/2026,MANDI009,,paddy,"INR 1,928","2,199.39/-",2063.83,
PR008863,2026-03-09,MANDI038,Kurukshetra,Mustard,4828.0,5461.0,5144.73,5650.0,-505.27000000000044,True,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR008863,09/03/2026,MANDI038,Patiala,Sarson,"Rs. 4,828","Rs. 5,461","5,144.73/-","Rs. 5,650"
PR000063,2026-03-18,MANDI011,Patiala,Wheat,2313.92,2732.8,NA,2275.0,NA,NA,Parsed: unambiguous,Matched,Agrees with master,Unavailable: missing modal price,PR000063,18-Mar-2026,MANDI011,Patiala,wheat,"₹2,313.92",2732.8,,"₹2,275.00"
PR001026,2026-01-22,MANDI002,Ludhiana,Mustard,5563.72,6604.87,6084.29,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR001026,2026-01-22,MANDI002,Kurukshetra,mustard,5563.72,6604.87,"₹6,084.29",
PR006090,2026-04-16,MANDI044,Agra,Mustard,5924.49,7067.54,6496.02,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR006090,16/04/2026,MANDI044,Ambala,Mustard,"5,924.49/-","7,067.54/-",6496.02,
PR010640,2026-04-28,MANDI003,Ludhiana,Wheat,2133.06,2375.27,2254.17,2275.0,-20.829999999999927,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR010640,2026-04-28,MANDI003,Fatehabad,गेहूं,"₹2,133.06","₹2,375.27",2254.17,2275
PR003526,2026-04-01,NA,NA,Maize,1974.0,2101.4340664035567,2037.87,NA,NA,NA,Parsed: assumed format by separator,Missing source ID,Cannot verify: no matched mandi,Unavailable: missing MSP,PR003526,01.04.2026,NA,Fatehabad,मक्का,"INR 1,974",2101.4340664035567,"₹2,037.87",
PR011065,2026-02-06,MANDI024,Karnal,Cotton,6084.16,7072.9,6578.53,NA,NA,NA,Parsed: unambiguous,Matched,Recoverable from master,Unavailable: missing MSP,PR011065,2026-02-06,MANDI024,NA,Narma,"6,084.16/-","₹7,072.90","₹6,578.53",
PR000969,2026-04-29,MANDI031,Sirsa,Rice,2180.0,2339.3643378165148,2259.87,2183.0,76.86999999999989,False,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR000969,2026-04-29,MANDI031,,Dhaan,"INR 2,180",2339.3643378165148,"2,259.87/-","Rs. 2,183"
PR000013,2026-05-20,MANDI012,Patiala,Maize,1892.29,2162.2699515767004,2027.28,2090.0,-62.72000000000003,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR000013,20-May-2026,MANDI012,Ferozepur,Corn,"₹1,892.29",2162.2699515767004,2027.28,2090
PR011786,2026-08-20,MANDI001,ludhiana,Wheat,2095.28,2390.97,2243.124483842301,2275.0,-31.875516157699167,True,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR011786,20/08/2026,mandi_001,NA,Gehun,2095.28,2390.97,2243.124483842301,2275
PR003863,2026-08-19,NA,NA,Sugarcane,3254.0,3577.0,3415.77,3500.0,-84.23000000000002,True,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR003863,2026/08/19,NA,Moga,sugarcane,"INR 3,254","INR 3,577",3415.77,3500
PR003537,2026-07-23,MANDI026,Hisar,Mustard,5748.99,6834.0,6292.0,5650.0,642.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR003537,23.07.2026,MANDI026,Sirsa,सरसों,"5,748.99/-","Rs. 6,834","Rs. 6,292","INR 5,650"
PR011181,2026-02-24,MANDI010,Jalandhar,Cotton,6269.38,7292.85,6781.0,6620.0,161.0,False,Parsed: unambiguous,Matched,Agrees with master,Compared: common basis implied by challenge,PR011181,24/02/2026,MANDI010,Jalandhar,cotton,"6,269.38/-",7292.85,"Rs. 6,781",6620
PR002869,2026-06-23,MANDI005,Amritsar,Mustard,5245.09,5809.0,5527.0,5650.0,-123.0,True,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR002869,23.06.2026,MANDI-005,NA,Sarson,"5,245.09/-","INR 5,809","Rs. 5,527",5650
PR007613,2026-03-18,MANDI044,Agra,Mustard,5874.0,6737.0,6305.41,5650.0,655.4099999999999,False,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR007613,18/03/2026,mandi044,,Mustard,"INR 5,874","INR 6,737","₹6,305.41",5650
PR007297,2026-09-06,MANDI044,Agra,Cotton,5629.71,6968.477878783202,6299.1,6620.0,-320.89999999999964,True,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR007297,06/09/2026,MANDI044,Patiala,cotton,5629.71,6968.477878783202,"₹6,299.10","₹6,620.00"
PR005931,2026-02-13,MANDI007,Amritsar,Cotton,5679.26,6758.97,6219.11,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR005931,13-Feb-2026,MANDI-007,Bathinda,कपास,"5,679.26/-",6758.97,6219.11,
PR011815,2026-02-13,MANDI013,Patiala,Maize,1886.0,2337.93,2112.0,2090.0,22.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR011815,2026-02-13,MANDI013,Bathinda,Maize,"INR 1,886","₹2,337.93","INR 2,112","₹2,090.00"
PR009174,2026-01-04,MANDI042,Fatehabad,Cotton,5994.231404341045,6768.625189866317,6381.0,6620.0,-239.0,True,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR009174,04.01.2026,MANDI-042,Ambala,Cotton,5994.231404341045,6768.625189866317,"INR 6,381","INR 6,620"
PR009563,2026-05-28,MANDI008,Amritsar,Rice,1896.57,2276.17,2086.37,2183.0,-96.63000000000011,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR009563,05-28-2026,M008,Karnal,Paddy,"1,896.57/-",2276.17,"2,086.37/-","₹2,183.00"
PR008609,2026-05-25,MANDI027,Hisar,Wheat,1943.71,2358.95,2151.33,2275.0,-123.67000000000007,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR008609,2026/05/25,mandi_027,Karnal,wheat,1943.71,"₹2,358.95","₹2,151.33","Rs. 2,275"
PR006245,2026-06-19,NA,NA,Mustard,5166.33,6214.87,5690.6,5650.0,40.600000000000364,False,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR006245,19-Jun-2026,NA,Kurukshetra,Sarso,5166.33,6214.87,"₹5,690.60","₹5,650.00"
PR000881,2026-04-08,MANDI010,Jalandhar,Cotton,5675.0,6817.48,6246.28,6620.0,-373.72000000000025,True,Parsed: assumed format by separator,Matched,Recoverable from master,Compared: common basis implied by challenge,PR000881,04-08-2026,mandi_010,,cotton,"Rs. 5,675",6817.48,6246.28,"Rs. 6,620"
PR006574,2026-06-23,MANDI014,Patiala,Cotton,5684.27,6385.312475328309,6034.791517699712,6620.0,-585.2084823002879,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR006574,23/06/2026,MANDI-014,Jalandhar,Narma,"5,684.27/-",6385.312475328309,6034.791517699712,"6,620.00/-"
PR009158,2026-04-28,MANDI009,Jalandhar,Maize,2089.97,2253.75,2171.86,2090.0,81.86000000000013,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR009158,28.04.2026,MANDI009,Bathinda,Corn,"₹2,089.97",2253.75,"2,171.86/-",2090
PR002492,2026-01-27,MANDI004,Ludhiana,Rice,1930.2298763250417,2045.18,1987.7,2183.0,-195.29999999999995,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR002492,27/01/2026,MANDI-004,Bathinda,Paddy,1930.2298763250417,"₹2,045.18",1987.7,"₹2,183.00"
PR004135,2026-04-18,MANDI049,Muzaffarnagar,Sugarcane,3580.0,4207.13,3893.39,3500.0,393.3899999999999,False,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR004135,18/04/2026,MANDI049,,sugarcane,"Rs. 3,580","₹4,207.13","3,893.39/-",3500
PR003783,2026-04-13,MANDI017,NA,Sugarcane,3148.0,3590.55,3369.0664566962764,3500.0,-130.93354330372358,True,Parsed: unambiguous,Matched,Unresolved: district missing in master,Compared: common basis implied by challenge,PR003783,13/04/2026,mandi_017,Hisar,Sugarcane,"Rs. 3,148","₹3,590.55",3369.0664566962764,"Rs. 3,500"
PR008226,2026-03-16,MANDI036,KURUKSHETRA,Rice,1910.74,2265.0,2088.0,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR008226,2026/03/16,mandi036,Hisar,Paddy,"₹1,910.74","Rs. 2,265","Rs. 2,088",
PR008087,2026-08-31,MANDI051,Saharanpur,Maize,1844.72,2220.25,2032.0,2090.0,-58.0,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR008087,2026-08-31,M051,Moga,मक्का,1844.72,"₹2,220.25","INR 2,032",2090
PR003955,2026-08-08,MANDI053,Saharanpur,Cotton,6900.91,7254.0,7077.666657201823,6620.0,457.666657201823,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR003955,08.08.2026,MANDI-053,Ludhiana,Cotton,6900.91,"INR 7,254",7077.666657201823,"₹6,620.00"
PR001922,2026-08-19,NA,NA,Maize,1873.0,2063.3490685829074,1968.0,2090.0,-122.0,True,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR001922,19.08.2026,NA,,मक्का,"Rs. 1,873",2063.3490685829074,"INR 1,968","₹2,090.00"
PR004422,2026-05-11,NA,NA,Maize,1786.0,2190.05,1987.87,2090.0,-102.13000000000011,True,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR004422,11-May-2026,NA,Kurukshetra,Makka,"Rs. 1,786","2,190.05/-","1,987.87/-","₹2,090.00"
PR007098,2026-07-03,MANDI032,NA,Sugarcane,3127.135458140334,3662.147905931171,3394.6416820357526,3500.0,-105.35831796424736,True,Parsed: unambiguous,Matched,Unresolved: district missing in master,Compared: common basis implied by challenge,PR007098,03-Jul-2026,032,Hisar,sugarcane,3127.135458140334,3662.147905931171,3394.6416820357526,3500
PR006887,2026-06-30,MANDI052,Saharanpur,Sugarcane,NA,3848.0,3553.0,3500.0,53.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR006887,30-Jun-2026,mandi_052,Bathinda,Ganne,,"INR 3,848",3553.0,3500
PR006888,2026-02-07,MANDI024,Karnal,Cotton,5650.72,6936.18,6293.45,6620.0,-326.5500000000002,True,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR006888,07/02/2026,MANDI-024,Sirsa,Cotton,5650.72,"6,936.18/-","6,293.45/-",6620
PR001070,2026-03-03,MANDI029,SIRSA,Sugarcane,3286.32,3932.64,3609.48,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR001070,03-03-2026,MANDI-029,Amritsar,गन्ना,3286.32,3932.64,3609.48,
PR004179,2026-05-04,MANDI052,Saharanpur,Wheat,2368.0,2583.98,2476.0,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR004179,2026-05-04,MANDI-052,Hisar,Gehun,"INR 2,368",2583.98,"Rs. 2,476",
PR006819,2026-05-23,MANDI027,Hisar,Cotton,5863.31,7259.0,6561.28,6620.0,-58.720000000000255,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR006819,2026-05-23,mandi_027,Kurukshetra,Kapas,"₹5,863.31","Rs. 7,259",6561.28,6620
PR010800,2026-05-04,MANDI005,Amritsar,Cotton,6462.67,6800.95,6631.81,6620.0,11.8100000000004,False,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR010800,2026-05-04,MANDI005,,cotton,6462.67,"₹6,800.95","₹6,631.81","6,620.00/-"
PR008359,2026-08-06,MANDI003,Ludhiana,Sugarcane,NA,3424.0,3318.3,3500.0,-181.69999999999982,True,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR008359,08-06-2026,003,Bathinda,Sugarcane,,"INR 3,424","₹3,318.30","Rs. 3,500"
PR002865,2026-07-14,MANDI043,Agra,Mustard,5363.02,6572.0,5968.0,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR002865,14/07/2026,MANDI043,Ambala,Sarso,5363.02,"Rs. 6,572","Rs. 5,968",
PR004485,2026-04-03,MANDI032,NA,Wheat,2325.01,2567.789171737712,2446.4,2275.0,171.4000000000001,False,Parsed: assumed format by separator,Matched,Unresolved: district missing in master,Compared: common basis implied by challenge,PR004485,04-03-2026,M032,Sirsa,WHEAT,2325.01,2567.789171737712,"₹2,446.40",2275
PR005558,2026-04-01,MANDI048,muzaffarnagar,Mustard,5138.0,5545.78,5342.14,5650.0,-307.8599999999997,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR005558,2026/04/01,MANDI048,Jalandhar,Mustard,"INR 5,138",5545.78,"₹5,342.14","INR 5,650"
PR004048,2026-07-05,MANDI044,Agra,Mustard,5905.49,7102.472209074591,6503.98,5650.0,853.9799999999996,False,Parsed: assumed format by separator,Matched,Recoverable from master,Compared: common basis implied by challenge,PR004048,07-05-2026,MANDI044,,Sarso,5905.49,7102.472209074591,"6,503.98/-","5,650.00/-"
PR000091,2026-02-19,MANDI036,KURUKSHETRA,Maize,2024.474554122038,2528.51,2276.49327116232,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR000091,19-Feb-2026,MANDI036,Moga,corn,2024.474554122038,"₹2,528.51",2276.49327116232,
PR001658,2026-03-07,MANDI042,Fatehabad,Mustard,4950.345692832505,5841.29,5396.0,5650.0,-254.0,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR001658,07-Mar-2026,mandi_042,Bathinda,mustard,4950.345692832505,5841.29,"INR 5,396",5650
PR008222,2026-03-06,MANDI051,Saharanpur,Mustard,5261.77,5865.48,5563.625010925354,5650.0,-86.37498907464578,True,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR008222,06/03/2026,mandi051,Fatehabad,सरसों,"5,261.77/-","₹5,865.48",5563.625010925354,"INR 5,650"
PR003085,2026-05-03,MANDI010,Jalandhar,Maize,1992.0,2329.0,2160.0,2090.0,70.0,False,Parsed: assumed format by separator,Matched,Agrees with master,Compared: common basis implied by challenge,PR003085,05-03-2026,MANDI010,Jalandhar,corn,"INR 1,992","Rs. 2,329","Rs. 2,160",2090
PR011114,2026-01-17,MANDI015,Bathinda,Sugarcane,3462.0,3912.8012550657854,3687.0,3500.0,187.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR011114,17/01/2026,MANDI015,Amritsar,sugarcane,"INR 3,462",3912.8012550657854,"Rs. 3,687",3500
PR004722,2026-02-23,NA,NA,Cotton,5751.5812422614945,7085.62,6419.0,6620.0,-201.0,True,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR004722,2026-02-23,NA,Fatehabad,Kapas,5751.5812422614945,7085.62,"Rs. 6,419","₹6,620.00"
PR010437,2026-04-01,MANDI022,Karnal,Wheat,2197.0,2710.396875900858,2453.91,2275.0,178.90999999999985,False,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR010437,2026-04-01,022,NA,wheat,"Rs. 2,197",2710.396875900858,"2,453.91/-","2,275.00/-"
PR010783,2026-04-02,MANDI010,Jalandhar,Sugarcane,3214.0,3714.07,3463.97,NA,NA,NA,Parsed: assumed format by separator,Matched,Conflicts with master,Unavailable: missing MSP,PR010783,02/04/2026,mandi010,Patiala,Sugarcane,"INR 3,214",3714.07,3463.97,
PR008594,2026-01-17,MANDI036,KURUKSHETRA,Maize,1912.89,2388.0,2150.553795147408,2090.0,60.55379514740798,False,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR008594,17-Jan-2026,MANDI036,,Makki,"₹1,912.89","INR 2,388",2150.553795147408,2090
PR011012,2026-05-17,NA,NA,Mustard,5776.0,6265.0,6021.0,5650.0,371.0,False,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR011012,2026/05/17,NA,Kurukshetra,Sarso,"INR 5,776","Rs. 6,265","Rs. 6,021","₹5,650.00"
PR000430,2026-02-24,MANDI017,NA,Wheat,1977.3,2151.66,2064.0,2275.0,-211.0,True,Parsed: unambiguous,Matched,Unresolved: district missing in master,Compared: common basis implied by challenge,PR000430,2026-02-24,MANDI017,Amritsar,WHEAT,1977.3,2151.66,"Rs. 2,064","₹2,275.00"
PR008578,2026-01-09,MANDI050,Muzaffarnagar,Maize,NA,2250.0,2034.6,2090.0,-55.40000000000009,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR008578,2026-01-09,MANDI-050,Fatehabad,Corn,,"Rs. 2,250","2,034.60/-","2,090.00/-"
PR007046,2026-08-18,MANDI008,Amritsar,Mustard,4900.0,5238.73,5069.16,5650.0,-580.8400000000001,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR007046,08-18-2026,mandi_008,Sirsa,सरसों,"INR 4,900",5238.73,5069.16,5650
PR011591,2026-07-11,MANDI014,Patiala,Mustard,5421.06,6358.65,5889.85,NA,NA,NA,Parsed: assumed format by separator,Matched,Conflicts with master,Unavailable: missing MSP,PR011591,11.07.2026,mandi014,Ferozepur,Sarso,5421.06,"₹6,358.65","₹5,889.85",
PR001810,2026-06-25,MANDI022,Karnal,Mustard,4993.28,6114.51,5554.0,5650.0,-96.0,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR001810,2026/06/25,mandi_022,Kurukshetra,Sarso,4993.28,"₹6,114.51","INR 5,554","INR 5,650"
PR008082,2026-02-13,MANDI050,Muzaffarnagar,Mustard,5058.0,5956.38,5507.31,5650.0,-142.6899999999996,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR008082,2026/02/13,MANDI050,Sirsa,mustard,"INR 5,058","₹5,956.38","₹5,507.31",5650
PR001108,2026-04-03,MANDI051,Saharanpur,Sugarcane,3129.26,3644.92153995593,3387.09,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR001108,03-Apr-2026,M051,Ferozepur,Ganna,3129.26,3644.92153995593,"₹3,387.09",
PR011511,2026-08-12,MANDI057,Bareilly,Maize,2140.0,2541.0,2340.36,2090.0,250.36000000000013,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR011511,12-Aug-2026,MANDI057,Ambala,मक्का,"INR 2,140","Rs. 2,541","2,340.36/-","₹2,090.00"
PR008711,2026-05-08,MANDI002,Ludhiana,Cotton,6359.18,7577.3,6968.24,6620.0,348.2399999999998,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR008711,2026-05-08,MANDI002,Patiala,Kapas,"6,359.18/-",7577.3,"₹6,968.24","INR 6,620"
PR008057,2026-06-23,MANDI016,Bathinda,Mustard,5119.25,6056.0,5587.58083830754,5650.0,-62.419161692459966,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR008057,23/06/2026,M016,Karnal,Mustard,"₹5,119.25","INR 6,056",5587.58083830754,"₹5,650.00"
PR010658,2026-03-20,MANDI015,Bathinda,Wheat,2221.84,2583.09,2402.0,2275.0,127.0,False,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR010658,03-20-2026,MANDI015,,गेहूं,"₹2,221.84","₹2,583.09","Rs. 2,402","₹2,275.00"
PR001898,2026-05-13,MANDI043,Agra,Rice,2200.49,2683.63,2442.0,2183.0,259.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR001898,13.05.2026,MANDI043,Kurukshetra,Paddy,"₹2,200.49","₹2,683.63","INR 2,442","2,183.00/-"
PR007305,2026-05-21,MANDI022,Karnal,Cotton,6934.09,8293.0,7613.0,6620.0,993.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR007305,21.05.2026,MANDI022,Ambala,कपास,"₹6,934.09","Rs. 8,293","Rs. 7,613","Rs. 6,620"
PR007788,2026-07-12,MANDI057,Bareilly,Cotton,6507.99,7463.0,6985.0,NA,NA,NA,Parsed: assumed format by separator,Matched,Conflicts with master,Unavailable: missing MSP,PR007788,12/07/2026,MANDI057,Kurukshetra,कपास,6507.99,"INR 7,463","INR 6,985",
PR000081,2026-01-12,MANDI030,Sirsa,Wheat,2298.63,2638.78,NA,2275.0,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing modal price,PR000081,12-Jan-2026,MANDI030,Moga,GEHUN,"₹2,298.63","2,638.78/-",,2275
PR001256,2026-07-02,MANDI001,ludhiana,Sugarcane,3502.0,NA,3936.03,3500.0,436.0300000000002,False,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR001256,07-02-2026,MANDI001,Moga,गन्ना,"Rs. 3,502",,"₹3,936.03","3,500.00/-"
PR010506,2026-07-09,MANDI057,Bareilly,Maize,1936.0,2221.0,2078.44,2090.0,-11.559999999999945,True,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR010506,09/07/2026,MANDI057,Patiala,Makka,"Rs. 1,936","INR 2,221","₹2,078.44","₹2,090.00"
PR000448,2026-02-02,MANDI049,Muzaffarnagar,Cotton,5889.72,6815.0,6352.0,6620.0,-268.0,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR000448,02.02.2026,MANDI049,Fatehabad,Kapas,"₹5,889.72","INR 6,815","INR 6,352",6620
PR005758,2026-02-11,MANDI027,Hisar,Maize,1928.47,2240.66,2084.56,2090.0,-5.440000000000055,True,Parsed: assumed format by separator,Matched,Conflicts with master,Compared: common basis implied by challenge,PR005758,02-11-2026,MANDI-027,Patiala,corn,1928.47,"₹2,240.66",2084.56,"₹2,090.00"
PR005912,2026-01-23,MANDI010,Jalandhar,Mustard,5350.97,6592.05,5972.0,NA,NA,NA,Parsed: unambiguous,Matched,Conflicts with master,Unavailable: missing MSP,PR005912,2026/01/23,mandi_010,Ludhiana,सरसों,"₹5,350.97",6592.05,"INR 5,972",
PR003838,2026-02-16,MANDI029,SIRSA,Wheat,2341.94,2579.44,2460.69,2275.0,185.69000000000005,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR003838,2026/02/16,MANDI029,Sirsa,Wheat,"₹2,341.94",2579.44,2460.69,"2,275.00/-"
PR009219,2026-04-23,MANDI014,Patiala,Sugarcane,3384.0,3735.97,3559.7440434848204,3500.0,59.744043484820395,False,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR009219,23/04/2026,mandi_014,NA,Sugarcane,"INR 3,384",3735.97,3559.7440434848204,"INR 3,500"
PR006873,2026-08-15,MANDI031,Sirsa,Sugarcane,3338.31,3690.34,3514.33,3500.0,14.329999999999927,False,Parsed: unambiguous,Matched,Recoverable from master,Compared: common basis implied by challenge,PR006873,2026-08-15,MANDI031,,Ganna,"₹3,338.31","3,690.34/-","₹3,514.33","INR 3,500"
PR007321,2026-01-18,MANDI028,Hisar,Sugarcane,3493.58,3744.48,3619.0,3500.0,119.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR007321,18/01/2026,mandi028,Bathinda,गन्ना,"₹3,493.58","₹3,744.48","Rs. 3,619",3500
PR006112,2026-06-27,NA,NA,Sugarcane,3624.32,4324.740505002215,3974.53,3500.0,474.5300000000002,False,Parsed: unambiguous,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR006112,06-27-2026,NA,Ambala,sugarcane,3624.32,4324.740505002215,3974.53,"₹3,500.00"
PR004825,2026-01-26,MANDI009,Jalandhar,Sugarcane,3302.32,3979.33,3640.82,3500.0,140.82000000000016,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR004825,26-Jan-2026,009,Kurukshetra,गन्ना,3302.32,"₹3,979.33","₹3,640.82","3,500.00/-"
PR008630,2026-07-15,MANDI012,Patiala,Cotton,5683.0,6452.0,6068.0,6620.0,-552.0,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR008630,15.07.2026,mandi012,Karnal,Kapas,"INR 5,683","INR 6,452","INR 6,068",6620
PR002750,2026-06-29,MANDI030,Sirsa,Cotton,6221.77,7722.0,6971.74,6620.0,351.7399999999998,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR002750,06-29-2026,MANDI030,Fatehabad,cotton,"₹6,221.77","INR 7,722",6971.74,6620
PR003816,2026-08-19,MANDI004,Ludhiana,Rice,1955.0,2395.7891992473483,2175.62,2183.0,-7.380000000000109,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR003816,19-Aug-2026,MANDI004,Patiala,paddy,"Rs. 1,955",2395.7891992473483,2175.62,"₹2,183.00"
PR011575,2026-06-10,NA,NA,Mustard,5725.0,6700.88,6213.0,5650.0,563.0,False,Parsed: assumed format by separator,Missing source ID,Cannot verify: no matched mandi,Compared: common basis implied by challenge,PR011575,10/06/2026,NA,Jalandhar,Sarso,"INR 5,725","₹6,700.88","Rs. 6,213","INR 5,650"
PR009581,2026-01-22,MANDI015,Bathinda,Cotton,6685.0,7573.12,7128.81,6620.0,508.8100000000004,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR009581,01-22-2026,mandi015,Patiala,Kapas,"Rs. 6,685","7,573.12/-","₹7,128.81","INR 6,620"
PR004264,2026-07-02,MANDI004,Ludhiana,Sugarcane,3360.0,4042.0,3701.0,NA,NA,NA,Parsed: assumed format by separator,Matched,Conflicts with master,Unavailable: missing MSP,PR004264,02.07.2026,mandi_004,Bathinda,sugarcane,"INR 3,360","INR 4,042","Rs. 3,701",
PR004443,2026-02-04,MANDI036,KURUKSHETRA,Mustard,5836.9671436410035,6657.0,6247.0,5650.0,597.0,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR004443,04-Feb-2026,mandi_036,Moga,Mustard,5836.9671436410035,"INR 6,657","Rs. 6,247","₹5,650.00"
PR007180,2026-03-03,MANDI009,Jalandhar,Maize,2177.55,NA,2373.65,2090.0,283.6500000000001,False,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR007180,2026/03/03,mandi_009,Bathinda,मक्का,"₹2,177.55",,2373.65,"INR 2,090"
PR004431,2026-02-15,MANDI038,Kurukshetra,Rice,1946.05,2100.16,2023.1,2183.0,-159.9000000000001,True,Parsed: unambiguous,Matched,Conflicts with master,Compared: common basis implied by challenge,PR004431,15.02.2026,MANDI038,Bathinda,paddy,1946.05,2100.16,"2,023.10/-",2183
